,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
0,WU,2006-10-02,0.0211344063941,0.0218191092407,0.0213728074759,0.0217424731555,7111800,0.0207381402826,0.0,16.867238,0.0,1335.819946,1338.540039,1330.280029,1331.319946,2154480000.0,1331.319946
1,WU,2006-10-03,0.0218939218829,0.0217756459663,0.0218856645476,0.0220065517768,11416000,0.0209900202353,0.204865,16.96967,0.102433,1331.319946,1338.310059,1327.099976,1334.109985,2682690000.0,1334.109985
2,WU,2006-10-04,0.022015005514,0.0217865098834,0.0217407274793,0.0217644808076,10722800,0.0207591301762,-0.187793,16.941217,0.056907,1333.810059,1350.199951,1331.47998,1350.199951,3019880000.0,1350.199951
3,WU,2006-10-05,0.0219599691009,0.021677851154,0.0218410692985,0.0216104327445,8782400,0.0206121996915,-0.119505,16.897114,0.132309,1349.839966,1353.790039,1347.75,1353.219971,2817240000.0,1353.219971
4,WU,2006-10-06,0.021684781532,0.0214931276196,0.0215400438411,0.0215334109136,6282100,0.0205387350639,-0.059752,16.858702,0.153649,1353.219971,1353.219971,1344.209961,1349.589966,2523000000.0,1349.589966
5,WU,2006-10-09,0.0219049304864,0.021688715071,0.0217518765704,0.0217094633279,3518000,0.0207066542127,0.136576,16.855856,0.014227,1349.579956,1352.689941,1346.550049,1350.660034,1935170000.0,1350.660034
6,WU,2006-10-10,0.0215526903982,0.021536590894,0.0217407274793,0.0216874556758,6132200,0.0206856643191,-0.017072,16.851385,0.026828,1350.619995,1354.22998,1348.599976,1353.420044,2376140000.0,1353.420044
7,WU,2006-10-11,0.0216627654257,0.0213844656304,0.0214954485919,0.0212473246402,9504800,0.0202658639882,-0.341442,16.805351,0.322236,1353.280029,1353.969971,1343.569946,1349.949951,2521000000.0,1349.949951
8,WU,2006-10-12,0.021376570354,0.0211019472836,0.0211275285884,0.020939235116,8323700,0.0199720054778,-0.239008,16.742991,0.498884,1349.939941,1363.76001,1349.939941,1362.829956,2514350000.0,1362.829956
9,WU,2006-10-13,0.0209142552383,0.0206673036732,0.0207038620149,0.0207631827018,10659500,0.0198040850995,-0.136577,16.679445,0.571915,1362.819946,1366.630005,1360.5,1365.619995,2482920000.0,1365.619995
10,WU,2006-10-16,0.020980299154,0.0208846243918,0.0208710972653,0.0206201390149,9966300,0.0196676483322,-0.11097,16.617365,0.595817,1365.609985,1370.199951,1364.47998,1369.060059,2305920000.0,1369.060059
11,WU,2006-10-17,0.0203638801004,0.0202978566044,0.0204697322185,0.0204440866007,4902400,0.0194997291834,-0.136576,16.55425,0.611181,1369.050049,1369.050049,1356.869995,1364.050049,2519620000.0,1364.050049
12,WU,2006-10-18,0.0204189165134,0.0207759656625,0.020681562718,0.020906224188,6600200,0.0199405194079,0.358514,16.528423,0.186086,1363.930054,1372.869995,1360.949951,1365.800049,2658840000.0,1365.800049
13,WU,2006-10-19,0.0213545553485,0.0214605282622,0.0214062558638,0.0214563879824,8959200,0.0204652692068,0.426802,16.536771,0.252667,1365.949951,1368.089966,1362.060059,1366.959961,2619830000.0,1366.959961
14,WU,2006-10-20,0.0215747054037,0.0217321805187,0.0216738340482,0.0215994294686,5712600,0.0206017035152,0.110968,16.551404,0.358513,1366.939941,1368.660034,1362.099976,1368.599976,2526410000.0,1368.599976
15,WU,2006-10-23,0.0216407504202,0.0216017863489,0.0213393590879,0.0215444141895,6780900,0.0205492300107,-0.042679,16.561541,0.328638,1368.579956,1377.400024,1363.939941,1377.02002,2480430000.0,1377.02002
16,WU,2006-10-24,0.022015005514,0.0228187895446,0.02218669112,0.0219515364977,14763500,0.0209375455013,0.315834,16.589063,0.623985,1377.02002,1377.780029,1372.420044,1377.380005,2876890000.0,1377.380005
