,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
0,IBM,1962-01-02,0.0213556758209,0.0211947117774,0.0212638196666,0.0211136514192,387200,0.000300445359484,0.0,2.322898,0.0,71.550003,71.959999,70.709999,70.959999,3120000.0,70.959999
1,IBM,1962-01-03,0.0211157430131,0.021139755788,0.0212638196666,0.0212981925909,288000,0.000303071364643,0.020303,2.333049,0.010152,70.959999,71.480003,70.379997,71.129997,3590000.0,71.129997
2,IBM,1962-01-04,0.0213003024661,0.021139755788,0.0212266266223,0.0210859681487,256000,0.000300051387572,-0.023349,2.32865,0.008798,71.129997,71.620003,70.449997,70.639999,4450000.0,70.639999
3,IBM,1962-01-05,0.0210603696583,0.0209016314247,0.0207805331003,0.0206707083127,363200,0.000294142326265,-0.045686,2.315029,0.040863,70.639999,70.839996,69.349998,69.660004,4630000.0,69.660004
4,IBM,1962-01-08,0.0206542889886,0.0204986115051,0.0202601092885,0.0202831330761,544000,0.000288627107528,-0.042641,2.298328,0.066803,69.660004,69.839996,68.169998,69.120003,4620000.0,69.120003
5,IBM,1962-01-09,0.0203774221039,0.0206268513675,0.0205203211944,0.0205230421176,491200,0.00029204105651,0.026395,2.291593,0.033673,69.120003,69.93,68.830002,69.150002,3600000.0,69.150002
6,IBM,1962-01-10,0.0205620092805,0.0204986115051,0.0207062028105,0.0205599725361,299200,0.00029256656796,0.004063,2.287363,0.02538,69.150002,69.580002,68.620003,68.959999,3300000.0,68.959999
7,IBM,1962-01-11,0.0206173826353,0.0206268513675,0.0207619644776,0.0207814440893,315200,0.000295718084569,0.024366,2.287236,0.000887,68.959999,69.540001,68.57,69.370003,3390000.0,69.370003
8,IBM,1962-01-12,0.0208204091268,0.0208100197048,0.0209664147164,0.0208183467869,435200,0.000296243207997,0.00406,2.287589,0.00282,69.370003,70.169998,69.230003,69.610001,3730000.0,69.610001
9,IBM,1962-01-15,0.02089424952,0.0208008702164,0.0210407729242,0.0209106173543,251200,0.000297556145906,0.010151,2.288886,0.011674,69.610001,69.959999,69.059998,69.470001,3450000.0,69.470001
10,IBM,1962-01-16,0.02089424952,0.0207367633831,0.0208362948045,0.020689145801,251200,0.000294404629297,-0.024366,2.287732,0.008022,69.470001,69.610001,68.68,69.07,3650000.0,69.07
11,IBM,1962-01-17,0.0205989155969,0.020443655479,0.0204459629866,0.0203569384343,419200,0.000289677354383,-0.036549,2.283725,0.034215,69.07,69.309998,68.129997,68.32,3780000.0,68.32
12,IBM,1962-01-18,0.0204143284571,0.0204619833259,0.0205574863578,0.020412306341,371200,0.000290465298205,0.006092,2.280803,0.020711,68.32,68.730003,67.75,68.389999,3460000.0,68.389999
13,IBM,1962-01-19,0.0204143284571,0.0203154156165,0.0203344395783,0.0204307715502,400000,0.00029072798926,0.002031,2.278443,0.01604,68.389999,70.080002,68.139999,68.75,3800000.0,68.75
14,IBM,1962-01-22,0.0204327954956,0.0204802836582,0.0205203211944,0.0203938688527,275200,0.000290202865832,-0.00406,2.276127,0.021318,68.75,69.370003,68.449997,68.809998,3810000.0,68.809998
15,IBM,1962-01-23,0.0203866411152,0.0202604596271,0.020297274452,0.0201908347509,371200,0.000287313781596,-0.022337,2.272705,0.04,68.809998,68.959999,68.0,68.290001,3350000.0,68.290001
16,IBM,1962-01-24,0.0201928349272,0.0201505476116,0.0202322277859,0.0203015705644,408000,0.000288889539901,0.012183,2.270402,0.024974,68.290001,68.68,67.550003,68.400002,3760000.0,68.400002
17,IBM,1962-01-25,0.0203035817106,0.0203154156165,0.0201857497425,0.0200800989742,315200,0.000285738023291,-0.024366,2.267001,0.041624,68.400002,69.050003,68.099998,68.349998,3560000.0,68.349998
18,IBM,1962-01-26,0.0200820881807,0.0200040074169,0.0201113914976,0.0199786090167,243200,0.000284293804525,-0.011166,2.263371,0.043551,68.349998,68.669998,67.830002,68.129997,3330000.0,68.129997
19,IBM,1962-01-29,0.0199805881692,0.0199673792377,0.0197768213839,0.0196371545389,579200,0.000279434990072,-0.037566,2.258225,0.067107,68.129997,68.5,67.550003,67.900002,3050000.0,67.900002
20,IBM,1962-01-30,0.0196390998657,0.0196009861783,0.01952589444,0.0193879996782,736000,0.000275889501551,-0.027412,2.252264,0.080204,67.900002,68.650002,67.620003,68.169998,3520000.0,68.169998
21,IBM,1962-01-31,0.019583726474,0.0198574659032,0.0197210596797,0.0200062922872,760000,0.000284687776436,0.068024,2.249937,0.008322,68.169998,69.089996,68.120003,68.839996,3840000.0,68.839996
22,IBM,1962-02-01,0.0202113019656,0.0203703716426,0.020353036119,0.0204676742109,640000,0.000291253112687,0.05076,2.250019,0.041829,68.839996,69.650002,68.559998,69.260002,4260000.0,69.260002
23,IBM,1962-02-02,0.0204697018119,0.020443655479,0.0205203211944,0.0205968751967,507200,0.000293091691387,0.014215,2.250687,0.054217,69.260002,70.019997,69.019997,69.809998,3950000.0,69.809998
