,Unnamed: 0,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
0,0,GE,1962-01-02,1.0,1.0,1.0,1.0,2073600,1.0,0.0,0.144808,0.0,71.550003,71.959999,70.709999,70.959999,3120000.0,70.959999
1,1,GE,1962-01-03,1.0,1.0,1.0,1.0,1420800,1.0,-0.001454,0.144081,0.000727,70.959999,71.480003,70.379997,71.129997,3590000.0,71.129997
2,2,GE,1962-01-04,1.0,1.0,1.0,1.0,1766400,1.0,-0.0016940000000000002,0.143274,0.001614,71.129997,71.620003,70.449997,70.639999,4450000.0,70.639999
3,3,GE,1962-01-05,1.0,1.0,1.0,1.0,2620800,1.0,-0.003633,0.14196199999999998,0.003935,70.639999,70.839996,69.349998,69.660004,4630000.0,69.660004
4,4,GE,1962-01-08,1.0,1.0,1.0,1.0,2976000,1.0,-0.000241,0.141127,0.003341,69.660004,69.839996,68.16999799999999,69.120003,4620000.0,69.120003
5,5,GE,1962-01-09,1.0,1.0,1.0,1.0,2236800,1.0,0.000725,0.140691,0.00218,69.120003,69.93,68.83000200000001,69.150002,3600000.0,69.150002
6,6,GE,1962-01-10,1.0,1.0,1.0,1.0,1881600,1.0,0.000727,0.140483,0.001245,69.150002,69.58000200000001,68.620003,68.959999,3300000.0,68.959999
7,7,GE,1962-01-11,1.0,1.0,1.0,1.0,1564800,1.0,0.000242,0.14035799999999998,0.000878,68.959999,69.540001,68.57,69.370003,3390000.0,69.370003
8,8,GE,1962-01-12,1.0,1.0,1.0,1.0,1622400,1.0,-0.0019379999999999998,0.140045,0.002503,69.370003,70.16999799999999,69.230003,69.610001,3730000.0,69.610001
9,9,GE,1962-01-15,1.0,1.0,1.0,1.0,2035200,1.0,0.001454,0.13994,0.000944,69.610001,69.959999,69.059998,69.470001,3450000.0,69.470001
10,10,GE,1962-01-16,1.0,1.0,1.0,1.0,1334400,1.0,0.0012109999999999998,0.139964,0.000727,69.470001,69.610001,68.68,69.07,3650000.0,69.07
11,11,GE,1962-01-17,1.0,1.0,1.0,1.0,2054400,1.0,-0.003148,0.139722,0.0017920000000000002,69.07,69.309998,68.129997,68.32,3780000.0,68.32
12,12,GE,1962-01-18,1.0,1.0,1.0,1.0,1420800,1.0,0.001452,0.139629,2.5e-05,68.32,68.730003,67.75,68.389999,3460000.0,68.389999
13,13,GE,1962-01-19,1.0,1.0,1.0,1.0,1276800,1.0,0.0012109999999999998,0.13963599999999998,0.001017,68.389999,70.08000200000001,68.139999,68.75,3800000.0,68.75
14,14,GE,1962-01-22,1.0,1.0,1.0,1.0,1363200,1.0,0.00048499999999999997,0.139674,0.00126,68.75,69.370003,68.449997,68.809998,3810000.0,68.809998
15,15,GE,1962-01-23,1.0,1.0,1.0,1.0,2188800,1.0,-0.002665,0.139541,0.001308,68.809998,68.959999,68.0,68.290001,3350000.0,68.290001
16,16,GE,1962-01-24,1.0,1.0,1.0,1.0,1536000,1.0,0.002665,0.13957999999999998,0.00126,68.290001,68.68,67.550003,68.400002,3760000.0,68.400002
17,17,GE,1962-01-25,1.0,1.0,1.0,1.0,1526400,1.0,-0.001454,0.139534,0.000121,68.400002,69.050003,68.099998,68.349998,3560000.0,68.349998
