symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility
5009,YHOO,2016-03-08,0.00659639432919,0.0064065874516,0.00666683743964,0.00645132343704,21007300,0.0,21007300.0,0.0,0.449,,,,,,
5008,YHOO,2016-03-07,0.00660031375541,0.00651266951486,0.00681909468933,0.00665311076437,22924000,1916700.0,21965650.0,958350.0,1.704999,1996.109985,2006.119995,1989.380005,2001.76001,4968180000.0,2001.76001
5007,YHOO,2016-03-04,0.00644941584592,0.00642742496253,0.00665059626032,0.00663352013451,22915200,-8800.0,22282166.666667,633033.333333,1.884001,1994.01001,2009.130005,1986.77002,1999.98999,6049930000.0,1999.98999
5006,YHOO,2016-03-03,0.00641022138774,0.00629103379246,0.0065815729738,0.00644152812211,11355600,-11559600.0,19550525.0,8194925.0,1.286001,1985.599976,1993.689941,1977.369995,1993.400024,5081700000.0,1993.400024
5005,YHOO,2016-03-02,0.00642981891079,0.00629671731828,0.006652626763,0.00644740523271,10458600,-897000.0,17732140.0,7273540.0,1.662,1976.599976,1986.51001,1968.800049,1986.449951,4666610000.0,1986.449951
5004,YHOO,2016-03-01,0.00627892100129,0.00622283811271,0.00650442990965,0.00642585491296,14833600,4375000.0,17249050.0,2415450.0,1.905999,1937.089966,1978.349976,1937.089966,1978.349976,4819750000.0,1978.349976
5003,YHOO,2016-02-29,0.0061358615523,0.00614895985429,0.00635623244727,0.00622798598587,19208700,4375100.0,17529000.0,1679700.0,1.248001,1947.130005,1958.27002,1931.810059,1932.22998,4588180000.0,1932.22998
5002,YHOO,2016-02-26,0.00620837113335,0.0060428781699,0.00633796157731,0.00614570369485,16680200,-2528500.0,17422900.0,742700.0,1.303001,1954.949951,1962.959961,1945.780029,1948.050049,4348510000.0,1948.050049
5001,YHOO,2016-02-25,0.00602415810099,0.00594058512385,0.00613901230739,0.00614374459268,19842300,3162100.0,17691722.222222,2150577.777778,1.754001,1931.869995,1951.829956,1925.410034,1951.699951,4118210000.0,1951.699951
5000,YHOO,2016-02-24,0.00595948756835,0.00589512146364,0.00604968785123,0.00606342140382,12612000,-7230300.0,17183750.0,4571750.0,1.770001,1917.560059,1932.079956,1891.0,1929.800049,4317250000.0,1929.800049
4999,YHOO,2016-02-23,0.00611430510003,0.00594437338334,0.00619382491728,0.00600856634722,16847500,4235500.0,17153181.818182,79730.0,1.903,1942.380005,1942.380005,1919.439941,1921.27002,3890650000.0,1921.27002
4998,YHOO,2016-02-22,0.006006520683,0.00591216995735,0.00616946355432,0.00610652145559,21455300,4607800.0,17511691.666667,4834400.0,2.765,1924.439941,1946.699951,1924.439941,1945.5,4054710000.0,1945.5
4997,YHOO,2016-02-19,0.00591637407589,0.00572652686759,0.00602938729063,0.00588514310659,20706100,-749200.0,17757415.384616,4306110.0,1.955001,1916.73999,1918.780029,1902.170044,1917.780029,4142850000.0,1917.780029
4996,YHOO,2016-02-18,0.005792911758,0.00570947780557,0.00596645388807,0.00576367857631,15259400,-5446700.0,17578985.714286,1530970.0,1.424,1927.569946,1930.0,1915.089966,1917.829956,4436490000.0,1917.829956
4995,YHOO,2016-02-17,0.00577527434001,0.00561855067458,0.00589946069821,0.00575388326138,12891600,-2367800.0,17266493.333334,4142070.0,1.548001,1898.800049,1930.680054,1898.800049,1926.819946,5011540000.0,1926.819946
4994,YHOO,2016-02-16,0.00548327728255,0.00557687584215,0.00567209027803,0.00573625134187,20127300,7235700.0,17445293.750001,2564260.0,1.489001,1871.439941,1895.77002,1871.439941,1895.579956,4570670000.0,1895.579956
4993,YHOO,2016-02-12,0.00531474215104,0.00517527998751,0.00542441807918,0.00529741245639,12986200,-7141100.0,17182994.117648,3954590.0,0.779999,1833.400024,1864.780029,1833.400024,1864.780029,4696920000.0,1864.780029
4992,YHOO,2016-02-11,0.00518540069382,0.00510897862694,0.00530870277243,0.00524255739979,11154900,-1831300.0,16848100.000001,5233360.0,1.307,1847.0,1847.0,1810.099976,1829.079956,5500800000.0,1829.079956
4991,YHOO,2016-02-10,0.00531278243793,0.00526810143768,0.00544877944214,0.00530916687348,8933600,-2221300.0,16431547.368422,6363790.0,1.166,1857.099976,1881.599976,1850.319946,1851.859985,4471170000.0,1851.859985
4990,YHOO,2016-02-09,0.0052206755298,0.00524536998644,0.00538178625228,0.0052543120128,13919100,4985500.0,16305925.000001,1509000.0,1.705,1848.459961,1868.25,1834.939941,1852.209961,5183220000.0,1852.209961
4989,YHOO,2016-02-08,0.00541076809344,0.00529841054449,0.00537569596229,0.00529937116674,24473600,10554500.0,16694861.904763,8282890.0,1.791001,1873.25,1873.25,1828.459961,1853.439941,5636460000.0,1853.439941
4988,YHOO,2016-02-05,0.00569492610249,0.00552004588802,0.0056294580451,0.00547960856613,16077500,-8396100.0,16666800.000001,424570.0,1.144001,1913.069946,1913.069946,1872.650024,1880.050049,4929940000.0,1880.050049
